,债券简称,正股代码,上市时间,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比
0,利群转债,601366,2020-04-21T00:00:00,601366,利群股份,6.26,3.07%,0.08,86010,54153463.0,3.07%,6.38,6.19,6.22,6.18,0.93
1,同德转债,2360,2020-04-21T00:00:00,2360,同德化工,5.16,0.96%,-0.03,11104,5755326.0,0.96%,5.21,5.16,5.2,5.19,1.14
2,龙净转债,600388,2020-04-15T00:00:00,600388,龙净环保,9.42,4.77%,0.4,129971,120655601.0,4.77%,9.48,9.05,9.09,9.02,4.95
3,海大转债,2311,2020-04-16T00:00:00,2311,海大集团,43.93,3.04%,0.25,41456,182756572.0,3.04%,44.8,43.47,43.78,43.68,1.21
4,海大转债,2311,2020-04-16T00:00:00,2311,海大集团,43.9,3.04%,0.22,41489,182901454.0,3.04%,44.8,43.47,43.78,43.68,1.2
5,天铁转债,300587,2020-04-17T00:00:00,300587,天铁股份,18.17,2.68%,0.24,34309,61723645.0,2.68%,18.26,17.78,18.11,17.93,1.13
6,红相转债,300427,2020-04-13T00:00:00,300427,红相股份,-,-%,-,-,-,-%,-,-,-,21.05,-
7,华安转债,600909,2020-04-09T00:00:00,600909,华安证券,7.14,1.25%,-0.07,140612,100677767.0,1.25%,7.22,7.13,7.21,7.21,0.64
8,博特转债,603916,2020-04-01T00:00:00,603916,苏博特,26.24,4.04%,0.76,36361,93374341.0,4.04%,26.26,25.23,25.23,25.48,1.0
9,搜特转债,2503,2020-04-09T00:00:00,2503,搜于特,3.78,4.86%,0.08,1473879,558229616.0,4.86%,3.87,3.69,3.73,3.7,1.57
10,百达转债,603331,2020-04-08T00:00:00,603331,百达精工,16.93,1.24%,0.03,3612,6095777.0,1.24%,16.96,16.75,16.88,16.9,0.83
11,百达转债,603331,2020-04-08T00:00:00,603331,百达精工,16.9,1.24%,0.0,3638,6139717.0,1.24%,16.96,16.75,16.88,16.9,0.84
12,科达转债,603660,2020-04-08T00:00:00,603660,苏州科达,10.16,4.34%,-1.13,230852,239711277.0,4.34%,10.65,10.16,10.44,11.29,7.76
13,新春转债,603667,2020-04-02T00:00:00,603667,五洲新春,7.96,0.87%,-0.05,5002,3992964.0,0.87%,8.02,7.95,8.02,8.01,0.76
14,正元转债,300645,2020-03-31T00:00:00,300645,正元智慧,14.94,1.14%,-0.03,9861,14775102.0,1.14%,15.08,14.91,14.96,14.97,0.48
15,康弘转债,2773,2020-03-31T00:00:00,2773,康弘药业,39.0,4.0%,-0.53,19764,78197999.0,4.0%,40.49,38.91,39.59,39.53,1.5
16,康弘转债,2773,2020-03-31T00:00:00,2773,康弘药业,38.96,4.0%,-0.57,19774,78236971.0,4.0%,40.49,38.91,39.59,39.53,1.5
17,康弘转债,2773,2020-03-31T00:00:00,2773,康弘药业,38.95,4.0%,-0.58,19782,78268137.0,4.0%,40.49,38.91,39.59,39.53,1.5
18,君禾转债,603617,2020-04-03T00:00:00,603617,君禾股份,15.98,2.93%,-0.07,11802,18930822.0,2.93%,16.28,15.81,16.16,16.05,1.25
19,君禾转债,603617,2020-04-03T00:00:00,603617,君禾股份,15.93,2.93%,-0.12,11836,18985037.0,2.93%,16.28,15.81,16.16,16.05,1.24
20,桐20转债,601233,2020-03-20T00:00:00,601233,桐昆股份,12.14,2.11%,-0.18,72263,88497890.0,2.11%,12.37,12.11,12.37,12.32,0.87
21,桐昆转债,601233,2018-12-12T00:00:00,601233,桐昆股份,12.14,2.11%,-0.18,72263,88497890.0,2.11%,12.37,12.11,12.37,12.32,0.87
22,盛屯转债,600711,2020-03-31T00:00:00,600711,盛屯矿业,4.05,1.23%,-0.02,54637,22191209.0,1.23%,4.09,4.04,4.08,4.07,1.03
23,盛屯转债,600711,2020-03-31T00:00:00,600711,盛屯矿业,4.04,1.23%,-0.03,56174,22812286.0,1.23%,4.09,4.04,4.08,4.07,1.05
24,盛屯转债,600711,2020-03-31T00:00:00,600711,盛屯矿业,4.04,1.23%,-0.03,56174,22812286.0,1.23%,4.09,4.04,4.08,4.07,1.05
25,天目转债,603136,2020-03-16T00:00:00,603136,天目湖,24.6,2.3%,-0.21,5168,12814351.0,2.3%,25.15,24.58,25.0,24.81,0.74
26,天目转债,603136,2020-03-16T00:00:00,603136,天目湖,24.6,2.3%,-0.21,5173,12826651.0,2.3%,25.15,24.58,25.0,24.81,0.74
27,翔港转债,603499,2020-03-31T00:00:00,603499,翔港科技,14.96,1.88%,0.04,6966,10426701.0,1.88%,15.08,14.8,15.05,14.92,0.79
28,奥瑞转债,2701,2020-03-16T00:00:00,2701,奥瑞金,4.08,0.73%,-0.02,54864,22442764.0,0.73%,4.11,4.08,4.1,4.1,0.74
29,星帅转债,2860,2020-02-19T00:00:00,2860,星帅尔,25.62,2.76%,-0.49,21231,55064520.0,2.76%,26.3,25.58,26.1,26.11,1.22
30,星帅转债,2860,2020-02-19T00:00:00,2860,星帅尔,25.61,2.76%,-0.5,21281,55192582.0,2.76%,26.3,25.58,26.1,26.11,1.22
31,星帅转债,2860,2020-02-19T00:00:00,2860,星帅尔,25.6,2.76%,-0.51,21287,55207947.0,2.76%,26.3,25.58,26.1,26.11,1.23
32,柳药转债,603368,2020-02-24T00:00:00,603368,柳药股份,35.83,4.11%,2.22,63419,223511587.0,4.11%,35.94,34.56,34.56,33.61,6.94
33,银河转债,300619,2020-02-14T00:00:00,300619,金银河,20.8,1.45%,0.06,2128,4415430.0,1.45%,20.91,20.61,20.76,20.74,0.84
34,东财转2,300059,2020-02-14T00:00:00,300059,东方财富,17.16,1.84%,-0.26,769729,1328690176.0,1.84%,17.44,17.12,17.42,17.42,0.81
35,东财转债,300059,2018-01-29T00:00:00,300059,东方财富,17.16,1.84%,-0.26,769729,1328690176.0,1.84%,17.44,17.12,17.42,17.42,0.81
36,百川转债,2455,2020-01-21T00:00:00,2455,百川股份,5.22,1.53%,-0.02,24732,12949230.0,1.53%,5.28,5.2,5.28,5.24,0.86
37,乐普转债,300003,2020-01-23T00:00:00,300003,乐普医疗,40.52,3.25%,0.87,178062,717740480.0,3.25%,40.94,39.65,39.91,39.65,2.72
38,正裕转债,603089,2020-02-10T00:00:00,603089,正裕工业,12.74,6.86%,0.21,46611,59951841.0,6.86%,13.39,12.53,12.7,12.53,8.17
39,唐人转债,2567,2020-01-22T00:00:00,2567,唐人神,10.18,4.65%,0.28,542065,546009424.0,4.65%,10.3,9.84,9.99,9.9,2.76
40,唐人转债,2567,2020-01-22T00:00:00,2567,唐人神,10.15,4.65%,0.25,542636,546589440.0,4.65%,10.3,9.84,9.99,9.9,2.76
41,开润转债,300577,2020-01-23T00:00:00,300577,开润股份,27.15,3.54%,-0.55,6889,18873245.0,3.54%,28.1,27.12,27.65,27.7,0.58
42,麦米转债,2851,2020-01-21T00:00:00,2851,麦格米特,20.56,3.51%,-0.54,32709,67847768.0,3.51%,21.24,20.5,21.24,21.1,1.9
43,东风转债,601515,2020-01-20T00:00:00,601515,东风股份,6.27,2.98%,-0.11,32130,20252046.0,2.98%,6.42,6.23,6.39,6.38,1.19
44,深南转债,2916,2020-01-16T00:00:00,2916,深南电路,230.2,2.41%,-2.62,15471,356813168.0,2.41%,233.99,228.38,232.82,232.82,0.82
45,永创转债,603901,2020-01-10T00:00:00,603901,永创智能,8.44,3.49%,0.13,45442,38028097.0,3.49%,8.51,8.22,8.32,8.31,2.77
46,日月转债,603218,2020-01-14T00:00:00,603218,日月股份,19.89,4.27%,-0.02,24506,48613004.0,4.27%,20.4,19.55,20.4,19.91,2.01
47,日月转债,603218,2020-01-14T00:00:00,603218,日月股份,19.89,4.27%,-0.02,24506,48613004.0,4.27%,20.4,19.55,20.4,19.91,2.01
48,日月转债,603218,2020-01-14T00:00:00,603218,日月股份,19.72,4.27%,-0.19,24922,49436749.0,4.27%,20.4,19.55,20.4,19.91,1.96
49,淮矿转债,600985,2020-01-13T00:00:00,600985,淮北矿业,8.09,0.87%,0.0,9615,7774770.0,0.87%,8.13,8.06,8.11,8.09,0.66
50,至纯转债,603690,2020-01-09T00:00:00,603690,至纯科技,32.94,2.6%,-0.52,21532,71234617.0,2.6%,33.55,32.68,33.36,33.46,0.85
51,至纯转债,603690,2020-01-09T00:00:00,603690,至纯科技,32.94,2.6%,-0.52,21537,71251089.0,2.6%,33.55,32.68,33.36,33.46,0.84
52,振德转债,603301,2020-01-14T00:00:00,603301,振德医疗,39.36,2.68%,-0.12,22434,89394773.0,2.68%,40.38,39.32,39.69,39.48,0.8
53,森特转债,603098,2020-01-10T00:00:00,603098,森特股份,9.77,1.12%,-0.03,9057,8820768.0,1.12%,9.8,9.69,9.77,9.8,0.83
54,森特转债,603098,2020-01-10T00:00:00,603098,森特股份,9.76,1.12%,-0.04,9069,8832480.0,1.12%,9.8,9.69,9.77,9.8,0.82
55,国轩转债,2074,2020-01-10T00:00:00,2074,国轩高科,23.29,6.46%,-2.58,806954,1930594544.0,6.46%,24.95,23.28,24.6,25.87,1.73
56,孚日转债,2083,2020-01-16T00:00:00,2083,孚日股份,8.45,5.13%,0.27,152526,127075195.0,5.13%,8.56,8.14,8.14,8.18,2.71
57,明阳转债,601615,2020-01-07T00:00:00,601615,明阳智能,11.25,4.5%,0.37,183091,202754519.0,4.5%,11.3,10.81,10.85,10.88,3.04
58,仙鹤转债,603733,2020-01-10T00:00:00,603733,仙鹤股份,16.2,5.25%,0.2,51541,83465224.0,5.25%,16.51,15.67,15.88,16.0,3.2
59,鹰19转债,600567,2020-01-03T00:00:00,600567,山鹰纸业,3.03,0.99%,-0.01,92377,28022700.0,0.99%,3.05,3.02,3.04,3.04,0.84
60,鹰19转债,600567,2020-01-03T00:00:00,600567,山鹰纸业,3.02,0.99%,-0.02,93219,28277651.0,0.99%,3.05,3.02,3.04,3.04,0.83
61,山鹰转债,600567,2018-12-10T00:00:00,600567,山鹰纸业,3.03,0.99%,-0.01,92377,28022700.0,0.99%,3.05,3.02,3.04,3.04,0.84
62,山鹰转债,600567,2018-12-10T00:00:00,600567,山鹰纸业,3.02,0.99%,-0.02,93219,28277651.0,0.99%,3.05,3.02,3.04,3.04,0.83
63,山鹰转债,600567,2007-09-17T00:00:00,600567,山鹰纸业,3.03,0.99%,-0.01,92377,28022700.0,0.99%,3.05,3.02,3.04,3.04,0.84
64,山鹰转债,600567,2007-09-17T00:00:00,600567,山鹰纸业,3.02,0.99%,-0.02,93219,28277651.0,0.99%,3.05,3.02,3.04,3.04,0.83
65,新北转债,2376,2019-12-31T00:00:00,2376,新北洋,10.24,3.25%,-0.22,78718,81044036.0,3.25%,10.55,10.21,10.55,10.46,2.54
66,新北转债,2376,2019-12-31T00:00:00,2376,新北洋,10.23,3.25%,-0.23,78725,81051203.0,3.25%,10.55,10.21,10.55,10.46,2.54
67,华锋转债,2806,2020-01-06T00:00:00,2806,华锋股份,11.84,1.66%,-0.18,6056,7210698.0,1.66%,12.02,11.82,12.0,12.02,1.18
68,海亮转债,2203,2019-12-16T00:00:00,2203,海亮股份,9.19,1.63%,0.0,6862,6286374.0,1.63%,9.25,9.1,9.19,9.19,0.67
69,顺丰转债,2352,2019-12-09T00:00:00,2352,顺丰控股,48.75,1.98%,-0.26,73602,361804960.0,1.98%,49.68,48.71,49.23,49.01,1.23
70,福特转债,603806,2019-12-11T00:00:00,603806,福斯特,46.81,2.29%,-0.27,5228,24595634.0,2.29%,47.71,46.63,47.24,47.08,0.63
71,白电转债,603861,2019-12-11T00:00:00,603861,白云电器,8.48,1.97%,-0.15,16503,13994037.0,1.97%,8.58,8.41,8.52,8.63,1.3
72,白电转债,603861,2019-12-11T00:00:00,603861,白云电器,8.48,1.97%,-0.15,16503,13994037.0,1.97%,8.58,8.41,8.52,8.63,1.3
73,利德转债,300296,2019-12-09T00:00:00,300296,利亚德,5.94,1.67%,-0.06,91885,54857501.0,1.67%,6.04,5.94,6.0,6.0,0.8
74,利德转债,300296,2019-12-09T00:00:00,300296,利亚德,5.93,1.83%,-0.07,92286,55095304.0,1.83%,6.04,5.93,6.0,6.0,0.79
75,川投转债,600674,2019-12-02T00:00:00,600674,川投能源,8.58,1.5%,-0.09,30893,26640631.0,1.5%,8.7,8.57,8.7,8.67,1.16
76,川投转债,600674,2011-03-31T00:00:00,600674,川投能源,8.58,1.5%,-0.09,30893,26640631.0,1.5%,8.7,8.57,8.7,8.67,1.16
77,通光转债,300265,2019-11-28T00:00:00,300265,通光线缆,12.22,4.38%,-0.33,74063,91479090.0,4.38%,12.75,12.2,12.66,12.55,0.79
78,金力转债,300748,2019-11-25T00:00:00,300748,金力永磁,30.71,1.73%,-0.5,41456,127908811.0,1.73%,31.19,30.65,31.0,31.21,0.78
79,石英转债,603688,2019-11-22T00:00:00,603688,石英股份,21.98,2.87%,-0.31,29810,66498181.0,2.87%,22.61,21.97,22.51,22.29,1.34
80,石英转债,603688,2019-11-22T00:00:00,603688,石英股份,21.95,2.96%,-0.34,29856,66599172.0,2.96%,22.61,21.95,22.51,22.29,1.34
81,石英转债,603688,2019-11-22T00:00:00,603688,石英股份,21.94,3.1%,-0.35,29937,66776765.0,3.1%,22.61,21.92,22.51,22.29,1.33
82,浦发转债,600000,2019-11-15T00:00:00,600000,浦发银行,10.01,0.89%,-0.06,67701,68006164.0,0.89%,10.1,10.01,10.1,10.07,0.77
83,天路转债,600326,2019-11-28T00:00:00,600326,西藏天路,6.91,2.14%,-0.09,48992,34109908.0,2.14%,7.05,6.9,7.0,7.0,0.51
84,北方转债,65,2019-11-21T00:00:00,65,北方国际,7.7,2.06%,-0.06,15633,12064337.0,2.06%,7.82,7.66,7.82,7.76,0.75
85,迪贝转债,603320,2019-11-21T00:00:00,603320,迪贝电气,16.01,10.26%,-0.36,20319,32530312.0,10.26%,16.41,14.73,16.38,16.37,1.34
86,太极转债,2368,2019-11-08T00:00:00,2368,太极股份,38.68,1.68%,-0.62,45630,177130596.0,1.68%,39.28,38.62,39.2,39.3,0.75
87,华夏转债,2928,2019-11-07T00:00:00,2928,华夏航空,13.26,3.15%,-0.37,67337,89741776.0,3.15%,13.6,13.17,13.55,13.63,0.89
88,金能转债,603113,2019-11-07T00:00:00,603113,金能科技,9.38,1.27%,-0.07,15169,14257188.0,1.27%,9.47,9.35,9.47,9.45,0.87
89,金能转债,603113,2019-11-07T00:00:00,603113,金能科技,9.38,1.27%,-0.07,15169,14257188.0,1.27%,9.47,9.35,9.47,9.45,0.87
90,金能转债,603113,2019-11-07T00:00:00,603113,金能科技,9.37,1.27%,-0.08,15407,14480194.0,1.27%,9.47,9.35,9.47,9.45,0.88
91,金能转债,603113,2019-11-07T00:00:00,603113,金能科技,9.37,1.27%,-0.08,15407,14480194.0,1.27%,9.47,9.35,9.47,9.45,0.88
92,金能转债,603113,2019-11-07T00:00:00,603113,金能科技,9.35,1.27%,-0.1,17093,16057127.0,1.27%,9.47,9.35,9.47,9.45,0.96
93,远东转债,2406,2019-10-31T00:00:00,2406,远东传动,5.58,2.37%,0.1,42842,23772146.0,2.37%,5.61,5.48,5.53,5.48,3.53
94,游族转债,2174,2019-10-21T00:00:00,2174,游族网络,21.21,3.84%,-0.64,168350,361632576.0,3.84%,21.99,21.15,21.9,21.85,1.16
95,桃李转债,603866,2019-10-15T00:00:00,603866,桃李面包,52.73,1.96%,-0.45,10309,54629510.0,1.96%,53.62,52.58,53.18,53.18,0.46
96,桃李转债,603866,2019-10-15T00:00:00,603866,桃李面包,52.73,1.96%,-0.45,10311,54640056.0,1.96%,53.62,52.58,53.18,53.18,0.46
97,晶瑞转债,300655,2019-09-26T00:00:00,300655,晶瑞股份,32.15,3.7%,-1.12,46955,152204803.0,3.7%,33.24,32.01,33.11,33.27,1.06
98,哈尔转债,2615,2019-09-11T00:00:00,2615,哈尔斯,4.75,1.9%,0.02,20128,9552801.0,1.9%,4.79,4.7,4.75,4.73,0.54
99,九洲转债,300040,2019-09-12T00:00:00,300040,九洲电气,6.31,6.42%,-0.08,267234,169358602.0,6.42%,6.52,6.11,6.5,6.39,3.64
100,欧派转债,603833,2019-09-04T00:00:00,603833,欧派家居,108.41,3.19%,1.43,3561,38788539.0,3.19%,110.41,107.0,107.63,106.98,0.76
101,英科转债,300677,2019-09-10T00:00:00,300677,英科医疗,57.0,4.1%,-1.24,26030,149918097.0,4.1%,58.99,56.6,58.22,58.24,0.9
102,好客转债,603898,2019-08-23T00:00:00,603898,好莱客,14.86,5.32%,0.2,14651,21940710.0,5.32%,15.34,14.56,14.64,14.66,3.91
103,荣晟转债,603165,2019-08-13T00:00:00,603165,荣晟环保,16.88,1.47%,-0.16,4341,7354638.0,1.47%,17.1,16.85,17.07,17.04,1.11
104,南威转债,603636,2019-08-05T00:00:00,603636,南威软件,12.91,4.39%,-0.29,82812,107706064.0,4.39%,13.28,12.7,13.27,13.2,0.8
105,圣达转债,603079,2019-07-26T00:00:00,603079,圣达生物,46.16,3.11%,-0.14,25512,119041028.0,3.11%,47.5,46.06,46.65,46.3,1.75
106,圣达转债,603079,2019-07-26T00:00:00,603079,圣达生物,46.08,3.11%,-0.22,25627,119571221.0,3.11%,47.5,46.06,46.65,46.3,1.74
107,圣达转债,603079,2019-07-26T00:00:00,603079,圣达生物,45.71,3.87%,-0.59,26547,123792083.0,3.87%,47.5,45.71,46.65,46.3,1.74
108,智能转债,2877,2019-07-23T00:00:00,2877,智能自控,7.77,2.12%,-0.26,67706,52886782.0,2.12%,7.9,7.73,7.83,8.03,2.18
109,安图转债,603658,2019-07-22T00:00:00,603658,安图生物,134.0,9.46%,4.76,25600,354796784.0,9.46%,142.16,129.93,129.93,129.24,3.31
110,华森转债,2907,2019-07-11T00:00:00,2907,华森制药,19.3,5.34%,0.58,52131,100914407.0,5.34%,19.7,18.7,18.72,18.72,1.49
111,清水转债,300437,2019-07-15T00:00:00,300437,清水源,10.5,2.1%,0.0,15852,16585580.0,2.1%,10.58,10.36,10.5,10.5,2.03
112,华钰转债,601020,2019-07-10T00:00:00,601020,华钰矿业,8.19,2.85%,0.12,40757,33553718.0,2.85%,8.34,8.11,8.15,8.07,1.78
113,蓝晓转债,300487,2019-07-04T00:00:00,300487,蓝晓科技,29.23,2.19%,-0.43,9534,28099994.0,2.19%,29.88,29.23,29.8,29.66,0.91
114,蓝晓转债,300487,2019-07-04T00:00:00,300487,蓝晓科技,29.23,2.19%,-0.43,9534,28099994.0,2.19%,29.88,29.23,29.8,29.66,0.91
115,文灿转债,603348,2019-07-05T00:00:00,603348,文灿股份,17.21,2.1%,0.03,15209,26353035.0,2.1%,17.53,17.17,17.28,17.18,1.1
116,和而转债,2402,2019-07-01T00:00:00,2402,和而泰,13.41,2.92%,-0.31,188813,254293059.0,2.92%,13.75,13.35,13.74,13.72,0.84
117,和而转债,2402,2019-07-01T00:00:00,2402,和而泰,13.41,2.92%,-0.31,188905,254416431.0,2.92%,13.75,13.35,13.74,13.72,0.84
118,三星转债,603578,2019-06-24T00:00:00,603578,三星新材,20.78,6.18%,1.52,23021,48027822.0,6.18%,21.19,20.0,20.0,19.26,11.85
119,一心转债,2727,2019-05-17T00:00:00,2727,一心堂,28.18,6.51%,0.85,62730,178806528.0,6.51%,29.15,27.37,27.39,27.33,2.45
120,一心转债,2727,2019-05-17T00:00:00,2727,一心堂,28.15,6.51%,0.82,62731,178809343.0,6.51%,29.15,27.37,27.39,27.33,2.45
121,一心转债,2727,2019-05-17T00:00:00,2727,一心堂,28.11,6.51%,0.78,62782,178952748.0,6.51%,29.15,27.37,27.39,27.33,2.45
122,亚泰转债,2811,2019-05-14T00:00:00,2811,亚泰国际,14.26,1.41%,0.05,1929,2745398.0,1.41%,14.33,14.13,14.26,14.21,0.84
123,亚泰转债,2811,2019-05-14T00:00:00,2811,亚泰国际,14.24,1.41%,0.03,1932,2749674.0,1.41%,14.33,14.13,14.26,14.21,0.84
124,永鼎转债,600105,2019-05-08T00:00:00,600105,永鼎股份,4.58,2.41%,0.01,92992,42375443.0,2.41%,4.61,4.5,4.57,4.57,1.15
125,明泰转债,601677,2019-05-07T00:00:00,601677,明泰铝业,10.16,0.79%,-0.02,12053,12233334.0,0.79%,10.2,10.12,10.17,10.18,0.66
126,司尔转债,2538,2019-05-07T00:00:00,2538,司尔特,5.15,3.13%,0.04,188070,96822082.0,3.13%,5.24,5.08,5.13,5.11,2.97
127,司尔转债,2538,2019-05-07T00:00:00,2538,司尔特,5.15,3.13%,0.04,188070,96822082.0,3.13%,5.24,5.08,5.13,5.11,2.97
128,司尔转债,2538,2019-05-07T00:00:00,2538,司尔特,5.14,3.13%,0.03,188312,96946693.0,3.13%,5.24,5.08,5.13,5.11,2.97
129,参林转债,603233,2019-04-24T00:00:00,603233,大参林,66.74,3.55%,-0.63,10330,69587829.0,3.55%,68.79,66.4,68.05,67.37,1.02
130,参林转债,603233,2019-04-24T00:00:00,603233,大参林,66.71,3.55%,-0.66,10335,69621197.0,3.55%,68.79,66.4,68.05,67.37,1.01
131,参林转债,603233,2019-04-24T00:00:00,603233,大参林,66.57,3.55%,-0.8,10357,69768030.0,3.55%,68.79,66.4,68.05,67.37,1.01
132,未来转债,2631,2019-04-24T00:00:00,2631,德尔未来,7.53,0.8%,0.0,14081,10606343.0,0.8%,7.56,7.5,7.52,7.53,0.73
133,亚药转债,2370,2019-04-24T00:00:00,2370,亚太药业,6.62,8.44%,0.34,386260,254237468.0,8.44%,6.83,6.3,6.3,6.28,2.88
134,海环转债,603817,2019-04-24T00:00:00,603817,海峡环保,5.96,2.03%,0.06,12318,7324718.0,2.03%,5.99,5.87,5.91,5.9,1.92
135,大丰转债,603081,2019-04-18T00:00:00,603081,大丰实业,11.96,4.35%,0.47,36596,43097030.0,4.35%,12.04,11.54,11.6,11.49,3.37
136,启明转债,2439,2019-04-24T00:00:00,2439,启明星辰,39.06,2.82%,0.0,35772,140007834.0,2.82%,39.9,38.8,39.1,39.06,1.24
137,招路转债,1965,2019-04-30T00:00:00,1965,招商公路,7.01,0.43%,0.02,7503,5254124.0,0.43%,7.02,6.99,6.99,6.99,0.43
138,岱勒转债,300700,2019-04-17T00:00:00,300700,岱勒新材,15.63,2.03%,-0.13,5040,7890536.0,2.03%,15.87,15.55,15.7,15.76,0.97
139,迪森转债,300335,2019-04-16T00:00:00,300335,迪森股份,4.71,1.05%,-0.04,12469,5888112.0,1.05%,4.75,4.7,4.75,4.75,1.1
140,亨通转债,600487,2019-04-16T00:00:00,600487,亨通光电,17.35,2.61%,-0.29,223365,388652208.0,2.61%,17.69,17.23,17.64,17.64,0.83
141,亨通转债,600487,2019-04-16T00:00:00,600487,亨通光电,17.35,2.61%,-0.29,223365,388652208.0,2.61%,17.69,17.23,17.64,17.64,0.83
142,通威转债,600438,2019-04-10T00:00:00,600438,通威股份,13.2,3.11%,0.03,676356,885834704.0,3.11%,13.34,12.93,13.1,13.17,0.92
143,伊力转债,600197,2019-04-04T00:00:00,600197,伊力特,13.14,1.53%,0.05,45062,59426099.0,1.53%,13.28,13.08,13.14,13.09,1.96
144,视源转债,2841,2019-04-02T00:00:00,2841,视源股份,79.59,1.48%,-0.24,4794,38398939.0,1.48%,80.59,79.41,79.87,79.83,0.72
145,中鼎转2,887,2019-04-04T00:00:00,887,中鼎股份,8.03,2.01%,0.05,209179,169025249.0,2.01%,8.15,7.99,8.04,7.98,1.4
146,中鼎转债,887,2011-03-01T00:00:00,887,中鼎股份,8.03,2.01%,0.05,209179,169025249.0,2.01%,8.15,7.99,8.04,7.98,1.4
147,拓邦转债,2139,2019-04-08T00:00:00,2139,拓邦股份,5.51,1.79%,-0.08,78638,43573312.0,1.79%,5.6,5.5,5.6,5.59,0.98
148,拓邦转债,2139,2019-04-08T00:00:00,2139,拓邦股份,5.51,1.79%,-0.08,78754,43637228.0,1.79%,5.6,5.5,5.6,5.59,0.99
149,贵广转债,600996,2019-03-29T00:00:00,600996,贵广网络,7.72,1.54%,-0.06,22697,17575768.0,1.54%,7.83,7.71,7.83,7.78,1.16
150,中信转债,601998,2019-03-19T00:00:00,601998,中信银行,5.06,0.59%,0.0,55237,27928529.0,0.59%,5.07,5.04,5.06,5.06,0.95
151,万信转2,300168,2019-03-25T00:00:00,300168,万达信息,21.76,4.78%,-0.63,140400,308191376.0,4.78%,22.69,21.62,22.46,22.39,1.28
152,万信转债,300168,2018-01-30T00:00:00,300168,万达信息,21.76,4.78%,-0.63,140400,308191376.0,4.78%,22.69,21.62,22.46,22.39,1.28
153,长城转债,603897,2019-03-20T00:00:00,603897,长城科技,16.75,1.55%,0.0,6531,10937200.0,1.55%,16.9,16.64,16.78,16.75,1.1
154,富祥转债,300497,2019-03-29T00:00:00,300497,富祥药业,29.24,3.54%,-0.4,54984,164115551.0,3.54%,30.27,29.22,29.59,29.64,0.81
155,中天转债,600522,2019-03-22T00:00:00,600522,中天科技,11.04,4.35%,-0.46,816223,909733056.0,4.35%,11.5,11.0,11.5,11.5,1.26
156,中来转债,300393,2019-03-22T00:00:00,300393,中来股份,14.43,4.22%,0.22,56378,81178072.0,4.22%,14.66,14.06,14.48,14.21,2.21
157,中宠转债,2891,2019-03-14T00:00:00,2891,中宠股份,23.05,3.68%,-0.35,19899,46720350.0,3.68%,23.89,23.03,23.58,23.4,1.09
158,尚荣转债,2551,2019-03-07T00:00:00,2551,尚荣医疗,9.03,3.35%,0.07,251651,229446939.0,3.35%,9.25,8.95,8.99,8.96,1.01
159,维格转债,603518,2019-02-19T00:00:00,603518,锦泓集团,6.61,2.62%,0.11,26542,17633640.0,2.62%,6.71,6.54,6.54,6.5,2.36
160,联泰转债,603797,2019-02-18T00:00:00,603797,联泰环保,11.21,4.32%,1.02,153862,172160293.0,4.32%,11.21,10.77,10.77,10.19,22.86
161,凯龙转债,2783,2019-01-21T00:00:00,2783,凯龙股份,10.34,1.91%,-0.11,21253,21885232.0,1.91%,10.43,10.23,10.4,10.45,0.82
162,溢利转债,300381,2019-01-23T00:00:00,300381,溢多利,12.26,3.5%,-0.04,83321,102334750.0,3.5%,12.48,12.05,12.26,12.3,1.74
163,佳都转债,600728,2019-01-21T00:00:00,600728,佳都科技,9.84,3.17%,-0.24,390701,387828160.0,3.17%,10.14,9.82,10.12,10.08,1.13
164,海尔转债,600690,2019-01-18T00:00:00,600690,海尔智家,15.16,2.76%,0.3,307551,467068864.0,2.76%,15.34,14.93,14.93,14.86,2.36
165,台华转债,603055,2019-01-11T00:00:00,603055,台华新材,6.31,3.08%,-0.19,16656,10612632.0,3.08%,6.5,6.3,6.5,6.5,0.62
166,奇精转债,603677,2019-01-07T00:00:00,603677,奇精机械,10.17,1.95%,-0.1,3025,3101226.0,1.95%,10.37,10.17,10.37,10.27,0.82
167,光华转债,2741,2019-01-09T00:00:00,2741,光华科技,11.25,1.76%,-0.12,14881,16830866.0,1.76%,11.45,11.25,11.44,11.37,0.9
168,光华转债,2741,2019-01-09T00:00:00,2741,光华科技,11.24,1.85%,-0.13,15120,17099664.0,1.85%,11.45,11.24,11.44,11.37,0.9
169,光华转债,2741,2019-01-09T00:00:00,2741,光华科技,11.22,2.02%,-0.15,15244,17238838.0,2.02%,11.45,11.22,11.44,11.37,0.9
170,钧达转债,2865,2018-12-27T00:00:00,2865,钧达股份,13.76,1.38%,0.01,5983,8248137.0,1.38%,13.89,13.7,13.8,13.75,0.65
