,con,hot,id,name,room
1789,和平精英,6.2万,/4652970,晚秋大魔王,和十二一起消消暑
1790,绝地求生,6.2万,/6194270,寡言是只河豚精,飞机带上王者，火箭帮上王者
1791,交友,6.2万,/7310739,MK一含笑嫣然,国一韩信带粉包赢 不赢捶我！
1792,王者荣耀,6.2万,/5985292,DY唔系小猪,月末补时长，玩一玩云顶
1793,多多自走棋,6.2万,/6858358,歌神SSS,詩奶奶24小时重庆旅游由你支配
1794,炉石传说,6.2万,/525207,暴雪游戏频道,我在等世上唯一契合的灵魂
1795,自走棋,6.2万,/5442615,机智的肉丝儿,晶哥：赛季末看号，打榜，指导！
1796,绝地求生,6.2万,/6212206,小乌龟er,8月好，晚点VS鼻祖！！
1797,率土之滨,6.2万,/6924438,Glavcc,抱歉久等了，回来了:)
1798,CS:GO,6.2万,/288907,芯芯OvO,从零到超凡95胜率
1799,电台,6.2万,/6331063,少女酱K,国际服 给房管上战神
1800,王者荣耀,6.7万,/7164089,VG丶笑,S4五星开包之王—死鱼ysy
1801,和平精英,6.7万,/3825712,Dy乔治,云顶小天才! 今天不搞笑!认真上分教学!
1802,魔兽世界,6.7万,/4223158,剑一鸽鸽,高颜声酥钢枪王
1803,CF手游,6.7万,/6535271,心态丶SV,官人里面请 6862507
1804,DOTA2,6.7万,/808195,叼霸天90016,您的暑假已过半 晚上玩游戏
1805,王者荣耀,6.7万,/4791171,歌者丶张多多,芹泽：我你妹的，终于也是有樱木的人了~
1806,王者荣耀,6.7万,/1860117,VG悠,【交友】由浣熊哥独家冠名
1807,lol云顶之弈,6.7万,/7172880,陈三少又吃鸡了,【喵十七】听说这是个后宫游戏
1808,角色扮演,6.7万,/4903182,陈舟舟,牛家村:八月 加油!
1809,lol云顶之弈,6.7万,/2080902,兔子解说恶魔小丑,来自广东的新人蛋
1810,完美世界手游,6.7万,/5467007,凉音mm,巅峰日常冲榜
1811,和平精英,6.7万,/7192886,追梦丶谎瘾,微信沙漠  有车位 王牌号带粉
1812,英雄联盟,6.7万,/3931890,炽天使z1丶丶,经典旧世倒计时：一起回家
1813,舞蹈,6.7万,/4680037,尖果儿july,没人看的技术主播~
1814,传奇,6.7万,/5083952,俺村俺最俊哦,8月 对自己好点嗷
1815,和平精英,6.7万,/3870456,秋寒zz,国服最扣脚打野在此！
1816,颜值,6.7万,/1570419,34G污奶绵,千珏国1老虎玄策巅峰小号1900
1817,舞蹈,6.7万,/6552414,西瓜又甜又解渴,国服排位云顶冲榜gogogo！
1818,绝地求生,6.7万,/6441843,LGE丶nEwBbi,直/最好不要看我玩游戏
1819,赤潮自走棋,6.6万,/2662261,万变不惊张半神,兔子解说：这手法30局即可上钻！钻1局
1820,CS:GO,6.6万,/5062186,Mox1e森姐,【全服第一】呼吁合区！~
1821,王者荣耀,6.6万,/2240693,於小锋,前职业选手全图钢枪
1822,户外,6.6万,/6981703,大大大丶眼仔,炽天使：多日不见，甚是想念
1823,王者荣耀,6.6万,/4380459,婻枫,领取今日份开心果
1824,lol云顶之弈,6.6万,/1030238,云底之弈,20冰雪第三季-顶赞免费-
1825,DNF,6.6万,/6919614,蓝邃天空圆梦王,秋帅帅：看地上四个毛毛虫
1826,数码科技,6.6万,/6529444,HUC骇客,大的无以伦比，大的难以想像！
1827,王者荣耀,6.6万,/3021744,潮普丶浪鸟,心平气和佛系就好
1828,天涯明月刀,6.6万,/6517467,燕徊硯,you feel me-
1829,怀旧游戏,6.6万,/14299,断水流,虫王乖的空军你们懂的
1830,颜值,6.6万,/6446345,你的夏沫mm,【森】8月会更爱我嘛~？
1831,王者荣耀,6.6万,/6823759,啾啾超厉害,无偿带粉五排办卡优先
1832,传奇,6.6万,/6026726,传奇龍爺,晚点老地方……
1833,王者荣耀,6.6万,/5496797,真是陈小四呀,国服在榜孙尚香 娜可露露 高胜率带粉
1834,绝地求生,6.6万,/520511,绘心菇凉,大师冲第一哦
1835,王者荣耀,6.6万,/4672201,李芸芳,黄金书，天空送500盒子，强化增幅搞起！
1836,电台,6.6万,/4605243,一只阿冉,♥系统性能♥远程维护♥帧数提升
1837,王者荣耀,6.6万,/1974278,最甜的番茄呀,潮汕：全网第一元歌晚上带粉
1838,CS:GO,6.6万,/6828090,一份小惊喜0o0,在下一人独行，背影自然孤独。
1839,颜值,6.6万,/6704438,爱上女团,[三国战纪]这游戏好难啊！
1840,王者荣耀,6.6万,/5095104,苏苏SJG,晚点遇到没关系，但愿余生都是你
1841,颜值,6.6万,/4227033,小锐雯m,新人实力主播带粉 办卡上车 飞机包车
1842,lol云顶之弈,6.6万,/3559138,小雪参丶,20冰雪  顶赞免费 不需要冲一分钱
1843,王者荣耀,6.6万,/1863734,王者荣耀官方赛事2,国服第一猴子！ 超强身法与盲打！
1844,绝地求生,6.6万,/1310783,小呸呸酱,❤温柔の绘心❤ 来了~
1845,颜值,6.5万,/6828515,温软学姐,想要有人陪着守着
1846,颜值,6.5万,/5286804,KT瑜,直播：说说情话，听听歌
1847,军事游戏,6.5万,/233041,火色的王老湿,办卡带飞啦
1848,颜值,6.5万,/2136878,Zz仔仔呐,❤小惊喜❤12点生日ROLL刀手套
1849,英雄联盟,6.5万,/6475311,我才是你的小宇宙r,快升级了，哥哥们帮忙渡劫
1850,王者荣耀,6.5万,/5155410,与世无争孤浅,任何段位，上车滴滴我！
1851,天涯明月刀,6.5万,/235063,呆萌瓜娃子,混子主播 4227033
1852,刀塔霸业,6.5万,/55836,战术大师rubick,雪参参❥熬到肝疼也想上钻石
1853,无限法则,6.5万,/1485743,Lifeiwnl,重播丨8月2号半决赛RW vs Hero
1854,王者荣耀,6.5万,/2521321,小九哩,瑶光♥广州粤语妹子♥8月大家会更好~
1855,跑跑手游,6.4万,/3047384,我乃君莫笑,过来挨打？
1856,颜值,6.4万,/5952304,超可爱的小艾米Amy,一天不见甚是想念
1857,和平精英,6.4万,/710673,野猪司令,【职业重坦】祝所有战友节日快乐
1858,英雄联盟,6.4万,/194635,临界,E=mc²就能忽悠的主播。
1859,lol云顶之弈,6.4万,/6194715,破晓Abnerzz,突然上班嗷
1860,颜值,6.4万,/5018585,X徐臭臭,真伤流诸葛飞机王者火箭荣耀
1861,鱼教,6.4万,/633201,斗鱼教育,瓜：彼岸花，打架打架！！！
1862,lol云顶之弈,6.4万,/7085572,果冻笨笨,加把劲冲个前10！
1863,王者荣耀,6.4万,/6261931,薯饼吖,Life：场均十杀，按F进入来福。
1864,绝地求生,6.4万,/5113381,FPXmeRcy,灵活的像个30斤的胖子~！
1865,王者荣耀,6.4万,/5838237,挽挽爱丸子吖,飞机单次上车 房管永久免费
1866,颜值,6.4万,/5423100,气泡味的小徐星,一点也不瓜的小朋友ღ
1867,王者荣耀,6.4万,/2069735,VG丶空,雨林老祖 98猪
1868,逆战,6.4万,/5330975,E十丶娜娜,临界：韩服钻1局go
1869,一起看,6.4万,/206858,所有人都在装,国服排位云顶冲大师
1870,颜值,6.4万,/5445728,猪洛洛Athene,一名二哈选手
1871,英雄联盟,6.4万,/571881,暴风工作室丶,百家讲坛刘心武-揭秘被误读的金瓶梅
1872,恐怖游戏,6.4万,/2768658,咿呀zZ丶,果冻：今日段位明日目标 冲鸭！！！
1873,塞尔达传说系列,6.4万,/554270,海拉鲁大魔王丶阿蕉,国服木兰巅峰冲刺1900
1874,和平精英,6.4万,/637521,三叶呀OwO,每天都要学习 5113381
1875,王者荣耀,6.3万,/969764,星星ya丶,一股清流双人直播
1876,王者荣耀,6.3万,/4310929,一只小阿毛鸭,有星星再次落下...
1877,颜值,6.3万,/4411536,tina小甜心,巅峰赛冲啊！！！
1878,户外,6.3万,/5130601,颜子轩灬,一飞机变异过载星光炮，鲲核心
1879,王者荣耀,6.3万,/4368551,二蛋是个弟弟,【动漫】热血 木叶忍者 草帽路飞 青春
1880,和平精英,6.3万,/4473716,洋酒酒丶,主播距离你300米....5445728
1881,王者荣耀,6.3万,/6137012,别偷十五的猪,妖镜:国服第一女豹子又开车辣！
1882,多多自走棋,6.3万,/6933783,小废鱼yo,咿呀：8点开始讲段子
1883,角色扮演,6.3万,/4747465,西湖讲师九菜,塞尔达暖心男神蕉蕉，带你玩转海拉鲁！
1884,二次元,6.3万,/7204707,声优萌小鹿,又是新的一个月QWQ
1885,电台,6.3万,/4910900,麦记家的小依沫,微信区李白带粉办卡上车
1886,英雄联盟,6.3万,/423544,青蛙ob,娜可露露百分之98胜率在线带粉
1887,王者荣耀,6.3万,/4775986,反手一个挂机,你知道我在等你吗…… 4411536
1888,交友,6.3万,/6809244,SR一独家记忆,颜子轩灬的直播间
1889,王者荣耀,6.3万,/2252760,菜火a,国服最强韩信鸟人带粉巨稳
1890,DNF,6.3万,/5174728,DNF凤凰羽,三生有幸遇见你❤纵使悲凉也是情
1891,王者荣耀,6.3万,/2748545,皇玺丶沐南,微信区带粉办卡上车飞机包车
1892,美食,6.3万,/4393492,228丶王琛同学,【小废鱼】鱼殿下
1893,颜值,6.3万,/7027893,鲸七七丶,【九菜】死亡旅店
1894,颜值,6.3万,/263796,抹小茶cici,声优的日常挨揍
1895,CF手游,6.3万,/5478401,小冰曦,【直播】日本留学国服萝莉王
1896,APEX英雄,6.3万,/6474460,UliUlili,OB实况Shy飞科RNG IG EDG
1897,龙族幻想,6.3万,/2404141,皮卡秋大宝贝,哪怕只有一个真爱粉 我都会为你坚持播下去
1898,穿越火线,6.3万,/2019797,Queen污丢,SR一独家记忆
1899,美食,6.3万,/662758,靓大爷,带班主播上线，赢一局发23.3红包
1900,王者荣耀,6.3万,/4549758,初晗i,人帅技术好！7点顶级4V4！全职业赛季光
1901,王者荣耀,6.3万,/6916873,轩轩不想长大,国服貂蝉   学会三天上荣耀
1902,英雄联盟,6.3万,/6895898,DMOMark,哈尔滨站道外-恰个烤肉。
1903,颜值,6.3万,/1047629,Piano小詩,哪吒叫你来听歌。
1904,颜值,6.3万,/5348636,姬雨姬吖,成都唱歌的新人小改改~
1905,暗黑破坏神3,6.2万,/164657,斗魚晶哥,赠送5斗鱼手雷 抽永久黑武士
1906,格斗游戏,6.2万,/42112,格鬦家大口,✨Uli：雷霆堡堡主在线白给
1907,方舟：生存进化,6.2万,/2452600,渝万丶非凡,17W执行在线解忧~自闭做异闻
1908,DOTA2,6.2万,/3830391,清清清清倾,丢丢：9办卡接定级赛~
1909,和平精英,6.2万,/4652970,晚秋大魔王,和十二一起消消暑
1910,绝地求生,6.2万,/6194270,寡言是只河豚精,飞机带上王者，火箭帮上王者
1911,交友,6.2万,/7310739,MK一含笑嫣然,国一韩信带粉包赢 不赢捶我！
1912,王者荣耀,6.2万,/5985292,DY唔系小猪,月末补时长，玩一玩云顶
1913,多多自走棋,6.2万,/6858358,歌神SSS,詩奶奶24小时重庆旅游由你支配
1914,炉石传说,6.2万,/525207,暴雪游戏频道,我在等世上唯一契合的灵魂
1915,自走棋,6.2万,/5442615,机智的肉丝儿,晶哥：赛季末看号，打榜，指导！
1916,绝地求生,6.2万,/6212206,小乌龟er,8月好，晚点VS鼻祖！！
1917,率土之滨,6.2万,/6924438,Glavcc,抱歉久等了，回来了:)
1918,CS:GO,6.2万,/288907,芯芯OvO,从零到超凡95胜率
1919,电台,6.2万,/6331063,少女酱K,国际服 给房管上战神
1920,lol云顶之弈,5.6万,/5290299,浮躁ADC,S4五星开包之王—死鱼ysy
1921,王者荣耀,5.6万,/1435137,小白是小白的小白,云顶小天才! 今天不搞笑!认真上分教学!
1922,绝地求生,5.6万,/4263470,一颗直男栗OvO,高颜声酥钢枪王
1923,颜值,5.6万,/7135737,Abby是椰子呀,官人里面请 6862507
1924,穿越火线,5.6万,/178599,178599季南风,您的暑假已过半 晚上玩游戏
1925,CS:GO,5.6万,/261950,SSVT丶小柒,芹泽：我你妹的，终于也是有樱木的人了~
1926,一起看,5.6万,/6928069,三月skr,【交友】由浣熊哥独家冠名
1927,电台,5.6万,/6349462,豆崽超可爱,【喵十七】听说这是个后宫游戏
1928,休闲益智,5.6万,/1607787,大肉嘎233,牛家村:八月 加油!
1929,数码科技,5.6万,/416499,安阳盈科,来自广东的新人蛋
1930,人类一败涂地,5.6万,/546621,主播猪大,电一宗师冲王者 冲冲冲！！
1931,英雄联盟,5.6万,/446237,小埃及热狗OB,【声优白】QQ区稳定车带粉
1932,颜值,5.6万,/6515941,King又又,安静直播间 4263470
1933,王者荣耀,5.6万,/5465325,奶牛Tenacity,本人去冰三分甜～
1934,怀旧游戏,5.5万,/27120,纳尼亚王子英雄无敌,季南风：24小时空调间
1935,户外,5.5万,/243306,做个疯子,【柒】帝王杯解说！
1936,和平精英,5.5万,/6589767,仙女很宅,【三月陪看】话唠小姐姐在线聊天
1937,一起看,5.5万,/7072522,如履薄冰坦克六,直播/我在等风也等你
1938,英雄联盟,5.5万,/316022,辅助右手,一级白眼表演艺术家
1939,格斗游戏,5.5万,/557205,武汉程龙,安阳盈科：小白防坑，装机咨询
1940,lol云顶之弈,5.5万,/1043968,Xinxin阿西吧,【猪大】人类一败涂地  妹妹带你玩哦。
1941,王者荣耀,5.5万,/4635134,布唯爱艾,"TheShy,Rookie教学OB教你玩"
1942,英雄联盟,5.5万,/4533200,唐人龙龟,新主播求关注 6515941
1943,科普,5.5万,/6904232,正儿八经的昵称我不要,微信钻石星耀带粉 5465325
1944,lol云顶之弈,5.5万,/4666609,初音未来灰飞,【HeroesⅢ】之死亡阴影
1945,剑网3：指尖江湖,5.5万,/7086532,努力的焚小影,小胖:来了老弟243306！
1946,魔兽世界,5.5万,/4256832,轻轻叶落灬,小仙女：八月你好~
1947,王者荣耀,5.5万,/5286594,安然re,拖孩森日会 都来恰蛋糕啦
1948,跑跑手游,5.5万,/3806180,傻到家的傻小子,右手：八月加油。我命由我不由天。冲分
1949,鱼教,5.5万,/763748,暴走非知名主播,各位亲们晚上好~
1950,魔兽争霸,5.5万,/5955999,全屏淤泥殺,欢迎来到最强的女选手的直播间~~~
1951,格斗游戏,5.5万,/11437,阿帮,全能带粉，来就对了！
1952,英雄联盟,5.5万,/561155,主播浩钦,【99%胜率性感龙龟】在线飙车！
1953,美食,5.5万,/4398532,未来战士笑问天,一起看地图
1954,王者荣耀,5.5万,/5044602,小蓝瞳T,怒冲国服第一 。
1955,ATLAS,5.5万,/560849,主播银狐,全网最快采集喵
1956,剑网3,5.5万,/5309780,黑洲非人2019,先H后M，求提升
1957,一起看,5.5万,/6123231,Dy胖胖丶,来不及解释了 快上车~
1958,颜值,5.5万,/6745386,井树儿砸,傻傻QAQ 技术车神 每日变强
1959,lol云顶之弈,5.5万,/4524531,邻居家强欧巴,"原创故事,冲冲冲冲冲冲!"
1960,绝地求生,5.5万,/4665111,明睿几时有,刀圈td  8点见
1961,王者荣耀,5.5万,/6908434,红门丶傲霜,我们先看CVS2视频等9点侍魂赛
1962,穿越火线,5.5万,/5388537,穿越火线赛事,"宇宙最骚诺手,细节之王"
1963,lol云顶之弈,5.5万,/2175745,韩风大叔,晚上好。。。。。。
1964,一起看,5.4万,/7256472,斯嘉OwO,阿珂赵云双区带粉 飞一样的感觉
1965,王者荣耀,5.4万,/2376333,渝万丶成成,按F加入三木坦克团
1966,DNF,5.4万,/7348125,心酒为友丶酒心,肝！！！！ 5309780
1967,王者荣耀,5.4万,/5050572,夜神丶熙夜,胖胖想要个房管，可以嘛？
1968,王者荣耀,5.4万,/6495007,林俊豪H,井树：你的树洞电台时间
1969,欢乐麻将,5.4万,/6626295,龙哥V5威武,今天稳住心态，用擅长的套路上分，不试水了
1970,DOTA,5.4万,/6571330,魅残影,我是被烤熟的，你们怎么熟的
1971,颜值,5.4万,/6894163,你的鱼啊v,全网唯一一对双胞胎女主播双国服
1972,颜值,5.4万,/5591497,给你一朵小如花,【重播】火线演播室第三期
1973,交友,5.4万,/6667462,王者一枕边撩音,【老兵丶韩风】阵容讲解
1974,CF手游,5.4万,/6338974,小飘飘灬SV,超甜美新人在线解说
1975,英雄联盟,5.4万,/6313568,三枪赵信丶,国服赵云：办卡永久上车
1976,和平精英,5.4万,/700070,关键我是笑笑啊,圆梦/合天空送夏日/强化增幅/盒子碰瓷
1977,DOTA,5.4万,/224424,岛城挽歌,带粉99胜率元芳秒人挂？
1978,和平精英,5.4万,/2292076,鴨門灬壹哥,峡谷最秀诸葛亮，进来学技术！
1979,lol云顶之弈,5.4万,/7285397,EL张小敬,今天有小姐姐吗？
1980,王者荣耀,5.4万,/278917,国服瓜哥,dota--omg模式！！欢迎上车！
1981,NBA2KOL2,5.4万,/7095140,XY丶冷血oba,新的一个月啦！！哥哥们冲鸭～
1982,炉石传说,5.4万,/4767111,神棍老师麦迪文,宝贝，下班了，快回家吧
1983,跑跑手游,5.4万,/7270452,何黑妞,【交友】来做我的一日对象！
1984,绝地求生,5.4万,/5175753,甜发财,19点直播间抽500现金红包~
1985,和平精英,5.4万,/6840836,Y宝儿h,云顶钻3上大师
1986,DOTA,5.4万,/96977,imba米萨,终是庄周梦了蝶
1987,户外,5.3万,/939825,东北疯狂小酒馆,imba岛城 亡者归来，横扫鱼塘
1988,一起看,5.3万,/6932125,透明恶魔,四指战神钢枪 飞机打号包天
1989,交友,5.3万,/1738954,MK一缠绵游戏,大师100点 俯冲上钻石！！！
1990,舞蹈,5.3万,/6869963,灵儿shine,国服必须拿下一个
1991,舞蹈,5.3万,/7087418,李以沫MoMo,冷血：皇帝好开波30人包，无限开
1992,英雄联盟,5.3万,/5820055,Dy丶小然,九点聊会新卡
1993,英雄联盟,5.3万,/830489,黑娃剑姬,无情的上分机器 7270452
1994,英雄联盟,5.3万,/80756,抗寒使者,球球啦办个卡吧嘤嘤嘤QvQ~
1995,九劫曲,5.3万,/910293,王牌郑十贰,软萌宝儿，突突突突突突~
1996,绝地求生,5.3万,/4616567,KarenLip,imba米萨 准备休息下了
1997,颜值,5.3万,/6161388,大美是个奇怪的名字,礼物转盘转转转
1998,解谜冒险,5.3万,/3943095,妖鹿yolo,主播唱歌不如坤坤
1999,和平精英,5.3万,/4911803,主播森林哥哥,#新厅#萌新试麦中
2000,圣斗士星矢,5.3万,/2102794,红手小拳拳,点击领取最萌女友
2001,NBA2K,5.3万,/416500,喝不完的可乐,172模特小姐姐跳舞超赞
2002,魔兽争霸,5.3万,/251073,真三卡神,20分钟900Q狗头 套路狗头1V5
2003,怀旧游戏,5.3万,/1052202,肥龙最帅最牛B,万场剑姬哦
2004,FIFA ONLINE4,5.3万,/306533,WSL丶主播锡恩,一波D完只需10秒冲前20
2005,角色扮演,5.3万,/6618326,小17是个洋娃娃,拳套在手，天下我有
2006,和平精英,5.3万,/5142401,白黎,【办卡上车】声控福利
2007,颜值,5.3万,/3870218,丶丶阿阳,成功太累 祝你开心就好❤️
2008,CF手游,5.3万,/604642,余温阿丷,【16】午夜 狄仁杰之锦蔷薇
2009,传奇,5.3万,/1747104,归来亦是王者,暗夜主宰大魔王  灿烂8月我来了
2010,颜值,5.3万,/576971,千姝雅kokoro,十点谈谈圣衣系统，姿态
2011,王者荣耀,5.3万,/6980115,是久孤呀,小乐：NBA2K19生涯和经理联盟
2012,英雄联盟,5.2万,/2749125,琪某人丶,主播距您2km。.
2013,颜值,5.2万,/613093,哦霓酱神,帝国时代2：国际高手局
2014,火影忍者OL,5.2万,/6272899,a双子丶旭,首冲建议买盒子 306533支棱
2015,颜值,5.2万,/7206823,Alin林琰,办卡模拟器
2016,赤潮自走棋,5.2万,/2172709,即将变瘦的肥宅夏目酱,和平海岛歌神，让子弹和歌声撞击你的灵魂！
2017,王者荣耀,5.2万,/4009783,彩虹仙子呀,挤一挤直播间
2018,绝地求生,5.2万,/6389099,RE丶Xin,200手雷带你上职业枪神。
2019,王者荣耀,5.2万,/5492696,天使不会飞Ah,最火180新王者
2020,颜值,5.2万,/6909537,一只猪安安,欢迎来到萝莉可爱雅的直播间
2021,lol云顶之弈,5.2万,/5507149,浔妹儿QAQ,声优主播带粉办卡上车水友啦
2022,QQ飞车,5.2万,/2707841,彦尔丶,琪某人：电一王者局，船长KING
2023,lol云顶之弈,5.2万,/3787963,溪子大人,哦霓酱的周四日常
2024,和平精英,5.2万,/6434138,侄儿苟不住吖,专业护肝师，鹿丸场内外测试
2025,多多自走棋,5.2万,/6436362,深知你是梦321,你就是有个缺点 缺点我 7206823
2026,DNF,5.2万,/5089031,DNF血魂圣者,❤夏目酱❤365个阵容样样都玩！
2027,DOTA,5.2万,/6480697,天梯灬少年,乃下届无名小仙，多多指教
2028,美食,5.2万,/591967,美食老王,RE_Xin
2029,街球艺术,5.2万,/1041457,大咖陈,冲国服啦..连胜中.
2030,CF手游,5.2万,/4430301,荒岛小天使55,你我之间就差一张办卡 ♥
2031,舞蹈,5.2万,/6798238,舞法天女小慕林,孤儿浔妹儿
2032,绝地求生,5.2万,/6522318,谭怼怼丶,3飞机车神
2033,足球游戏,5.2万,/490715,有情饮乃饱,溪子：北美医学女学霸面师傅。小象活动鱼吧
2034,英雄联盟,5.2万,/1468709,是你的谭阿姨呀,Wow！Unbelievable！
2035,lol云顶之弈,5.2万,/252171,付小翁,冲个皇后。。
2036,二次元,5.2万,/6763087,王西西biubiu,血魂：红白瞎直播上分，晚一点水友赛
2037,一起看,5.2万,/59612,地瓜小弟,【IM】为你按下F键~鱼吧看精彩视频
2038,DOTA2,5.2万,/6012563,鸽王DDZ,小主播小王已开播。
2039,绝地求生,5.2万,/6855082,RE丶宝宝蓝,新赛季，全职中锋~
2040,lol云顶之弈,5.6万,/5290299,浮躁ADC,S4五星开包之王—死鱼ysy
2041,王者荣耀,5.6万,/1435137,小白是小白的小白,云顶小天才! 今天不搞笑!认真上分教学!
2042,绝地求生,5.6万,/4263470,一颗直男栗OvO,高颜声酥钢枪王
2043,颜值,5.6万,/7135737,Abby是椰子呀,官人里面请 6862507
2044,穿越火线,5.6万,/178599,178599季南风,您的暑假已过半 晚上玩游戏
2045,CS:GO,5.6万,/261950,SSVT丶小柒,芹泽：我你妹的，终于也是有樱木的人了~
2046,一起看,5.6万,/6928069,三月skr,【交友】由浣熊哥独家冠名
2047,电台,5.6万,/6349462,豆崽超可爱,【喵十七】听说这是个后宫游戏
2048,休闲益智,5.6万,/1607787,大肉嘎233,牛家村:八月 加油!
2049,数码科技,5.6万,/416499,安阳盈科,来自广东的新人蛋
2050,人类一败涂地,5.6万,/546621,主播猪大,电一宗师冲王者 冲冲冲！！
2051,英雄联盟,5.6万,/446237,小埃及热狗OB,【声优白】QQ区稳定车带粉
2052,颜值,5.6万,/6515941,King又又,安静直播间 4263470
2053,王者荣耀,5.6万,/5465325,奶牛Tenacity,本人去冰三分甜～
2054,怀旧游戏,5.5万,/27120,纳尼亚王子英雄无敌,季南风：24小时空调间
2055,户外,5.5万,/243306,做个疯子,【柒】帝王杯解说！
2056,和平精英,5.5万,/6589767,仙女很宅,【三月陪看】话唠小姐姐在线聊天
2057,一起看,5.5万,/7072522,如履薄冰坦克六,直播/我在等风也等你
2058,英雄联盟,5.5万,/316022,辅助右手,一级白眼表演艺术家
2059,格斗游戏,5.5万,/557205,武汉程龙,安阳盈科：小白防坑，装机咨询
2060,lol云顶之弈,5.5万,/1043968,Xinxin阿西吧,【猪大】人类一败涂地  妹妹带你玩哦。
2061,王者荣耀,5.5万,/4635134,布唯爱艾,"TheShy,Rookie教学OB教你玩"
2062,英雄联盟,5.5万,/4533200,唐人龙龟,新主播求关注 6515941
2063,科普,5.5万,/6904232,正儿八经的昵称我不要,微信钻石星耀带粉 5465325
2064,lol云顶之弈,5.5万,/4666609,初音未来灰飞,【HeroesⅢ】之死亡阴影
2065,剑网3：指尖江湖,5.5万,/7086532,努力的焚小影,小胖:来了老弟243306！
2066,魔兽世界,5.5万,/4256832,轻轻叶落灬,小仙女：八月你好~
2067,王者荣耀,5.5万,/5286594,安然re,拖孩森日会 都来恰蛋糕啦
2068,跑跑手游,5.5万,/3806180,傻到家的傻小子,右手：八月加油。我命由我不由天。冲分
2069,鱼教,5.5万,/763748,暴走非知名主播,各位亲们晚上好~
2070,魔兽争霸,5.5万,/5955999,全屏淤泥殺,欢迎来到最强的女选手的直播间~~~
2071,格斗游戏,5.5万,/11437,阿帮,全能带粉，来就对了！
2072,英雄联盟,5.5万,/561155,主播浩钦,【99%胜率性感龙龟】在线飙车！
2073,美食,5.5万,/4398532,未来战士笑问天,一起看地图
2074,王者荣耀,5.5万,/5044602,小蓝瞳T,怒冲国服第一 。
2075,ATLAS,5.5万,/560849,主播银狐,全网最快采集喵
2076,剑网3,5.5万,/5309780,黑洲非人2019,先H后M，求提升
2077,一起看,5.5万,/6123231,Dy胖胖丶,来不及解释了 快上车~
2078,颜值,5.5万,/6745386,井树儿砸,傻傻QAQ 技术车神 每日变强
2079,lol云顶之弈,5.5万,/4524531,邻居家强欧巴,"原创故事,冲冲冲冲冲冲!"
2080,绝地求生,5.5万,/4665111,明睿几时有,刀圈td  8点见
2081,王者荣耀,5.5万,/6908434,红门丶傲霜,我们先看CVS2视频等9点侍魂赛
2082,穿越火线,5.5万,/5388537,穿越火线赛事,"宇宙最骚诺手,细节之王"
2083,lol云顶之弈,5.5万,/2175745,韩风大叔,晚上好。。。。。。
2084,一起看,5.4万,/7256472,斯嘉OwO,阿珂赵云双区带粉 飞一样的感觉
2085,王者荣耀,5.4万,/2376333,渝万丶成成,按F加入三木坦克团
2086,DNF,5.4万,/7348125,心酒为友丶酒心,肝！！！！ 5309780
2087,王者荣耀,5.4万,/5050572,夜神丶熙夜,胖胖想要个房管，可以嘛？
2088,王者荣耀,5.4万,/6495007,林俊豪H,井树：你的树洞电台时间
2089,欢乐麻将,5.4万,/6626295,龙哥V5威武,今天稳住心态，用擅长的套路上分，不试水了
2090,DOTA,5.4万,/6571330,魅残影,我是被烤熟的，你们怎么熟的
2091,颜值,5.4万,/6894163,你的鱼啊v,全网唯一一对双胞胎女主播双国服
2092,颜值,5.4万,/5591497,给你一朵小如花,【重播】火线演播室第三期
2093,交友,5.4万,/6667462,王者一枕边撩音,【老兵丶韩风】阵容讲解
2094,CF手游,5.4万,/6338974,小飘飘灬SV,超甜美新人在线解说
2095,英雄联盟,5.4万,/6313568,三枪赵信丶,国服赵云：办卡永久上车
2096,和平精英,5.4万,/700070,关键我是笑笑啊,圆梦/合天空送夏日/强化增幅/盒子碰瓷
2097,DOTA,5.4万,/224424,岛城挽歌,带粉99胜率元芳秒人挂？
2098,和平精英,5.4万,/2292076,鴨門灬壹哥,峡谷最秀诸葛亮，进来学技术！
2099,lol云顶之弈,5.4万,/7285397,EL张小敬,今天有小姐姐吗？
2100,王者荣耀,5.4万,/278917,国服瓜哥,dota--omg模式！！欢迎上车！
2101,NBA2KOL2,5.4万,/7095140,XY丶冷血oba,新的一个月啦！！哥哥们冲鸭～
2102,炉石传说,5.4万,/4767111,神棍老师麦迪文,宝贝，下班了，快回家吧
2103,跑跑手游,5.4万,/7270452,何黑妞,【交友】来做我的一日对象！
2104,绝地求生,5.4万,/5175753,甜发财,19点直播间抽500现金红包~
2105,和平精英,5.4万,/6840836,Y宝儿h,云顶钻3上大师
2106,DOTA,5.4万,/96977,imba米萨,终是庄周梦了蝶
2107,户外,5.3万,/939825,东北疯狂小酒馆,imba岛城 亡者归来，横扫鱼塘
2108,一起看,5.3万,/6932125,透明恶魔,四指战神钢枪 飞机打号包天
2109,交友,5.3万,/1738954,MK一缠绵游戏,大师100点 俯冲上钻石！！！
2110,舞蹈,5.3万,/6869963,灵儿shine,国服必须拿下一个
2111,舞蹈,5.3万,/7087418,李以沫MoMo,冷血：皇帝好开波30人包，无限开
2112,英雄联盟,5.3万,/5820055,Dy丶小然,九点聊会新卡
2113,英雄联盟,5.3万,/830489,黑娃剑姬,无情的上分机器 7270452
