,con,hot,id,name,room
12111,一起看,8068,/629518,天地万物丶,顶级画质，流畅体验
12112,以撒的结合,8067,/7181678,路边小贩丶,日常任务风景党全天不定时直播谢谢大家支持
12113,自走棋,8066,/5659887,魔王是个小哥哥呀,一个可爱又迷人的反派角色
12114,堡垒之夜,8066,/5918088,君不言月,"稀饭哥带你逛纽约,Uber lyft"
12115,一起看,8065,/184412,你还喜欢,那些年一起追过的剧
12116,DNF,8061,/6008480,扶苏公子阿,【财神】任务还差一个超火！加油
12117,交友,8060,/7199585,嗨玩一月光恋人,"【常在】先砸巨冥湾,再锤饕鬄洞!"
12118,lol云顶之弈,8059,/5358582,77小木头,联盟，我来啦~
12119,魔兽世界,8058,/2211653,最强咕咕猴子,鲅鱼圈毛笔钓卢沟虾
12120,多多自走棋,7943,/522405,柔情意颜,S4五星开包之王—死鱼ysy
12121,绝地求生,7941,/2336467,德玛西亚皇帝啦啦啦啦,云顶小天才! 今天不搞笑!认真上分教学!
12122,英雄联盟,7941,/6933923,他们叫我奔波霸,高颜声酥钢枪王
12123,DNF,7938,/6931776,心痕丶一个200斤的胖子,官人里面请 6862507
12124,王者荣耀,7938,/7173907,王小T,您的暑假已过半 晚上玩游戏
12125,颜值,7938,/7179070,米亚大人,芹泽：我你妹的，终于也是有樱木的人了~
12126,英雄联盟,7932,/561532,渝万丶2020熙,【交友】由浣熊哥独家冠名
12127,守望先锋,7932,/6113286,打辅助的安生老师丶,【喵十七】听说这是个后宫游戏
12128,颜值,7932,/6949841,被热懵的小仙女,牛家村:八月 加油!
12129,颜值,7932,/6988173,金宝儿丶丶,来自广东的新人蛋
12130,DNF,7931,/3101411,黑大帅l,自娱自乐中 522405
12131,逆战,7931,/6728864,PE丶筱星辰,和逗比一起恰鸡
12132,射击游戏,7929,/4699286,黑莓一户,周一上班咯
12133,绝地求生,7929,/6532497,橘砸QAQ,做萌新温暖的港湾！
12134,DNF,7929,/6652336,DNF小宁,国服狼狗在线锤人   王者局
12135,绝地求生,7928,/5937698,Sssss阿屎,新人主播，求关注！ 7179070
12136,绝地求生,7928,/6182356,一只小浣熊丶,求个 双排的人
12137,英雄联盟,7926,/7135952,丶花咪,今天直播打快速
12138,颜值,7926,/7209537,你的甜音吖,等你好久啦 6949841
12139,穿越火线,7925,/5936668,CF老沈,你愿意守护我吗？
12140,英雄联盟,7924,/1765710,小白199709,随缘  哼哼哼
12141,魔兽世界,7923,/1208354,致死三刀,呀哈！~八月快来开榜~
12142,CS:GO,7923,/2178830,Magic丶CXY,乔帮主不播了，怎么想都是你们的错
12143,颜值,7923,/5025534,汤小圆11,我橘某人死都要死在自闭城。。。
12144,自走棋,7922,/4570319,米朵大大大大,为了生活兄弟请体谅！
12145,阴阳师,7922,/6931711,汽水瓶可乐,【8.1】身体不适 晚饭后开播！
12146,一起看,7921,/4636693,难过美人关呵呵,【小浣熊】:卑微主播最后的倔强
12147,CS:GO,7921,/6854617,黑色幽默的小黄蜂,准时开播的花咪
12148,绝地求生,7918,/2181553,教练凌梦m,你的宝贝已上线  请查收
12149,CS:GO,7916,/7284925,胖胖的凌,国服AK瞬狙手性感在线
12150,DOTA2,7914,/6916501,肉搏浮沉,黑色玫瑰娱乐下棋
12151,问道电脑版,7911,/4843335,天天ovv,【致死三刀】叼战士，贼强
12152,棋牌娱乐,7911,/5673553,漂泊世间为谁绕指柔,蔡徐Y史诗级白给
12153,王者荣耀,7911,/6981821,6个9加柠檬茶,汤小圆11的直播间
12154,魔兽争霸,7908,/961935,大神来了站稳了吗,今晚冲堡垒可好？
12155,二次元,7907,/7066069,周小皮的手绘盆,周末带真蛇
12156,神途,7906,/615666,子夜丶615666,僵尸剧场（欢迎欣赏）
12157,和平精英,7900,/4047279,假掌门丶,白给一波？？？？
12158,王者荣耀,7896,/6142877,小花儿不是菜花儿,退役教练：元气满满开始杀戮！
12159,一起看,7896,/7152709,小灰鸽吖,胖凌开箱：万泰欧皇
12160,魔兽世界,7893,/5506941,Gladiatorsll,所以新赛季冲啥？
12161,明日方舟,7893,/6565096,竹影OvO,出星耀超级队喽
12162,QQ飞车,7892,/6265330,萌起来的随风,白天播 晚上也播 可好
12163,绝地求生,7892,/6390332,重庆田伯光,如果有一天你离我遥远
12164,lol云顶之弈,7892,/7203792,苏落家超衰的七七,喜欢点关注 961935
12165,和平精英,7891,/7250080,超胖一哥,手绘挂画第二弹
12166,DNF,7889,/4263576,舒锅008,月沙结束，今晚拿屠龙！
12167,魔兽世界,7889,/4414329,麦神归来丶,亲，一起上王牌吗？
12168,英雄联盟,7888,/1494277,杜咖喱,点关注上车啦~
12169,颜值,7888,/7236745,是你的小冰心啊,【电影】喜剧、功夫、枪战、港片
12170,梦幻模拟战,7887,/799064,红牧濑,亡灵战，为回忆而战
12171,魔兽争霸,7885,/5874719,FHSN啊,【竹影】被宠坏的水友竟要求女装？
12172,英雄联盟,7885,/6738752,Guo凡君,上个小小车神
12173,血源,7884,/3951172,网瘾少女美负,金刚铁头娃，莽夫界扛把子
12174,英雄联盟,7884,/5550363,萌萌酱QuQ,来上车啊！7203792
12175,跑跑卡丁车,7884,/6512265,不x服oo,全程开车钢枪办卡上车
12176,美食,7883,/6231548,小高美食,普雷看号红眼剑魂不排队~~~~~
12177,和平精英,7882,/1619452,柯乐的AK,【超界】麦爷，最后一搏。
12178,绝地求生,7882,/4422697,我的可乐要加冰i,杜咖喱：泽拉斯是一种信仰吗
12179,王者荣耀,7882,/6866883,徐老师681,兵哥哥辛苦了～节日快乐！
12180,梦幻西游,7880,/5189063,李慧心,【梦幻模拟战】晚上协力之前播
12181,绝地求生,7879,/3796845,超好吃01,梦迹沙河2冲一波高难度
12182,绝地求生,7879,/6468499,莽夫小敏儿,黑色玫瑰~！来个人和我上分啊
12183,梦三国2,7879,/6841877,风起爱笑,【血源4级号】劳伦斯专场
12184,APEX英雄,7879,/7069186,刘小抠ii,峡谷之巅最萌贴心小辅助
12185,街头篮球,7876,/4348092,小班itch,gogogogogogogo
12186,二次元,7876,/5792753,最喜欢小缘的香香,来聊聊天 小高小高 6231548
12187,颜值,7875,/6501799,蕾蕾是我丫,选我吧，好吗
12188,绝地求生,7874,/4425012,特种兵丶狙击手,我的核心永远是四狂野 4422697
12189,绝地求生,7874,/6230803,叼个奶嘴大杀四方,卑微老徐在线挨喷
12190,绝地求生,7873,/1096973,这个梦娿丶,我宁愿做你的小众喜好
12191,lol云顶之弈,7871,/7068792,白小白的大白,绝地三傻我占俩？
12192,穿越火线,7871,/7148238,汉宫丶Croyy,【苏敏少】HOT训练赛OB视角
12193,剑网3,7870,/257977,说教教,草船in 最抗揍的主播
12194,lol云顶之弈,7869,/6921343,安徽丶大老表,人猿泰山刘小抠
12195,NBA2KOL2,7869,/6933857,太阳神萝卜,月初了，上分狂密，疯狂打工
12196,古剑奇谭网络版,7867,/6280432,澄不清的澄清,【♪星光放映厅♬】点歌台营业中〜
12197,绝地求生,7866,/297173,浅浅是个盒子精,别来无恙，你在心上❤
12198,逆战,7866,/5529805,Gwbwow,绝地彭于晏-满血复活一条好汉
12199,射击游戏,7864,/3252520,BiuHacker0139,落地没枪，用拳头砸。
12200,穿越火线,7864,/6957481,風声ytk,有车位：我是躺鸡届最靓的崽！
12201,DNF,7863,/4477977,战法一叶之秋,钻石冲榜难
12202,休闲益智,7863,/5311319,通沙犬舍,八月：定级上分，造作呀~
12203,绝地求生,7863,/6663917,子诺丶8023,"【教父】Wegame青梅煮酒,激情燃烧！"
12204,王者荣耀,7860,/4267717,聿游,比分负数抽奖6921343
12205,颜值,7860,/7069556,喵女王欧,办卡上车！！
12206,无限法则,7859,/6098248,A丿旺,PVX9级工匠在线解答 飞星哥真加强了？
12207,颜值,7858,/1874812,叮叮m丶,连续输给小陆20的盒子浅~(噘嘴）
12208,和平精英,7858,/4038093,隔壁村的无厘头,微笑电竞俱乐部成立咯~
12209,第5人格,7858,/4628910,白某人来咯,《武装突袭3》三角洲特种部队复刻
12210,颜值,7858,/7173669,万宝璐姐姐i,疯狂排位每天目标1000分！
12211,DNF,7857,/4878504,变异的小手,跨二，守护战法
12212,王者荣耀,7856,/5530910,树黎UpUp,泰拉瑞亚，人肉摄像头
12213,lol云顶之弈,7856,/7216778,只属于你的不二,子诺：今天你吃鸡了吗
12214,CS:GO,7855,/102391,isDerick,办卡上房管，你游太难了
12215,英雄联盟,7855,/4880992,你思念哥哥丶,天使的面容 魔鬼的嗓音 你造嘛
12216,lol云顶之弈,7855,/5018725,L丶missing,白给旺: 练枪 终极菜
12217,DNF,7855,/5141810,DNF元素想念,距离你0.01Km 1874812
12218,英雄联盟,7855,/7168724,煙欲OvO,我杨二狗今天必吃十个鸡
12219,剑网3,7853,/415650,君子好逑灬,从不断锯白某人
12220,颜值,7852,/6625479,正经的茶茶,小璐笑起来很甜
12221,恐怖游戏,7852,/7190899,孤单YU狂欢,死磕格蓝迪
12222,绝地求生,7851,/7140412,丨九七丨,宇宙级黎鸽鸽！办卡上车
12223,电台,7850,/4141756,22苏,国服排位云顶冲榜中 7216778
12224,高达文化区,7846,/5132270,新安州之日,【德里克】女人不该让男人流泪，妹妹们
12225,赤潮自走棋,7844,/7052515,晴天cium772,思念：电一冲冲冲
12226,魔力宝贝,7843,/2404449,丨幽冥玄丨,云顶之羿上分局
12227,王者荣耀,7843,/3284679,渝万丶不凡,元素想念比赛服4V4，帮上分，泰拉石黄金
12228,二次元,7842,/4163032,雀萝,新打单双账号预备冲击峡谷资格~
12229,颜值,7842,/6793665,幼玲酱赛高,每天日常活动 415650
12230,无主之地,7842,/6929865,喝奶吸烟,等一个盖世英雄 6625479
12231,英雄联盟,7841,/737606,輮然ovo,炎炎夏日，玩玩恐怖游戏出出冷汗：）
12232,英雄联盟,7841,/5811178,萧兮i丶,神你可否恋上我
12233,魔兽世界,7840,/187050,落雨丨仰望,会不会一直陪着我
12234,300专区,7840,/5285191,吾本无心何来心痛,机体倒地~
12235,CS:GO,7839,/303106,电竞嘤熊狗CC,帅的人就要认真上分～
12236,英雄联盟,7839,/4853099,是梦宝呀,魔力宝贝（怀旧服）
12237,守望先锋,7838,/2207628,努力上进的小宝,不凡：带粉环节
12238,颜值,7837,/6995597,夏春耀y,八月的第一天hihihi
12239,和平精英,7833,/6718541,老妖怪YJ,幼玲32908的直播间
12240,多多自走棋,7943,/522405,柔情意颜,S4五星开包之王—死鱼ysy
12241,绝地求生,7941,/2336467,德玛西亚皇帝啦啦啦啦,云顶小天才! 今天不搞笑!认真上分教学!
12242,英雄联盟,7941,/6933923,他们叫我奔波霸,高颜声酥钢枪王
12243,DNF,7938,/6931776,心痕丶一个200斤的胖子,官人里面请 6862507
12244,王者荣耀,7938,/7173907,王小T,您的暑假已过半 晚上玩游戏
12245,颜值,7938,/7179070,米亚大人,芹泽：我你妹的，终于也是有樱木的人了~
12246,英雄联盟,7932,/561532,渝万丶2020熙,【交友】由浣熊哥独家冠名
12247,守望先锋,7932,/6113286,打辅助的安生老师丶,【喵十七】听说这是个后宫游戏
12248,颜值,7932,/6949841,被热懵的小仙女,牛家村:八月 加油!
12249,颜值,7932,/6988173,金宝儿丶丶,来自广东的新人蛋
12250,DNF,7931,/3101411,黑大帅l,自娱自乐中 522405
12251,逆战,7931,/6728864,PE丶筱星辰,和逗比一起恰鸡
12252,射击游戏,7929,/4699286,黑莓一户,周一上班咯
12253,绝地求生,7929,/6532497,橘砸QAQ,做萌新温暖的港湾！
12254,DNF,7929,/6652336,DNF小宁,国服狼狗在线锤人   王者局
12255,绝地求生,7928,/5937698,Sssss阿屎,新人主播，求关注！ 7179070
12256,绝地求生,7928,/6182356,一只小浣熊丶,求个 双排的人
12257,英雄联盟,7926,/7135952,丶花咪,今天直播打快速
12258,颜值,7926,/7209537,你的甜音吖,等你好久啦 6949841
12259,穿越火线,7925,/5936668,CF老沈,你愿意守护我吗？
12260,英雄联盟,7924,/1765710,小白199709,随缘  哼哼哼
12261,魔兽世界,7923,/1208354,致死三刀,呀哈！~八月快来开榜~
12262,CS:GO,7923,/2178830,Magic丶CXY,乔帮主不播了，怎么想都是你们的错
12263,颜值,7923,/5025534,汤小圆11,我橘某人死都要死在自闭城。。。
12264,自走棋,7922,/4570319,米朵大大大大,为了生活兄弟请体谅！
12265,阴阳师,7922,/6931711,汽水瓶可乐,【8.1】身体不适 晚饭后开播！
12266,一起看,7921,/4636693,难过美人关呵呵,【小浣熊】:卑微主播最后的倔强
12267,CS:GO,7921,/6854617,黑色幽默的小黄蜂,准时开播的花咪
12268,绝地求生,7918,/2181553,教练凌梦m,你的宝贝已上线  请查收
12269,CS:GO,7916,/7284925,胖胖的凌,国服AK瞬狙手性感在线
12270,DOTA2,7914,/6916501,肉搏浮沉,黑色玫瑰娱乐下棋
12271,问道电脑版,7911,/4843335,天天ovv,【致死三刀】叼战士，贼强
12272,棋牌娱乐,7911,/5673553,漂泊世间为谁绕指柔,蔡徐Y史诗级白给
12273,王者荣耀,7911,/6981821,6个9加柠檬茶,汤小圆11的直播间
12274,魔兽争霸,7908,/961935,大神来了站稳了吗,今晚冲堡垒可好？
12275,二次元,7907,/7066069,周小皮的手绘盆,周末带真蛇
12276,神途,7906,/615666,子夜丶615666,僵尸剧场（欢迎欣赏）
12277,和平精英,7900,/4047279,假掌门丶,白给一波？？？？
12278,王者荣耀,7896,/6142877,小花儿不是菜花儿,退役教练：元气满满开始杀戮！
12279,一起看,7896,/7152709,小灰鸽吖,胖凌开箱：万泰欧皇
12280,魔兽世界,7893,/5506941,Gladiatorsll,所以新赛季冲啥？
12281,明日方舟,7893,/6565096,竹影OvO,出星耀超级队喽
12282,QQ飞车,7892,/6265330,萌起来的随风,白天播 晚上也播 可好
12283,绝地求生,7892,/6390332,重庆田伯光,如果有一天你离我遥远
12284,lol云顶之弈,7892,/7203792,苏落家超衰的七七,喜欢点关注 961935
12285,和平精英,7891,/7250080,超胖一哥,手绘挂画第二弹
12286,DNF,7889,/4263576,舒锅008,月沙结束，今晚拿屠龙！
12287,魔兽世界,7889,/4414329,麦神归来丶,亲，一起上王牌吗？
12288,英雄联盟,7888,/1494277,杜咖喱,点关注上车啦~
12289,颜值,7888,/7236745,是你的小冰心啊,【电影】喜剧、功夫、枪战、港片
12290,梦幻模拟战,7887,/799064,红牧濑,亡灵战，为回忆而战
12291,魔兽争霸,7885,/5874719,FHSN啊,【竹影】被宠坏的水友竟要求女装？
12292,英雄联盟,7885,/6738752,Guo凡君,上个小小车神
12293,血源,7884,/3951172,网瘾少女美负,金刚铁头娃，莽夫界扛把子
12294,英雄联盟,7884,/5550363,萌萌酱QuQ,来上车啊！7203792
12295,跑跑卡丁车,7884,/6512265,不x服oo,全程开车钢枪办卡上车
12296,美食,7883,/6231548,小高美食,普雷看号红眼剑魂不排队~~~~~
12297,和平精英,7882,/1619452,柯乐的AK,【超界】麦爷，最后一搏。
12298,绝地求生,7882,/4422697,我的可乐要加冰i,杜咖喱：泽拉斯是一种信仰吗
12299,王者荣耀,7882,/6866883,徐老师681,兵哥哥辛苦了～节日快乐！
12300,梦幻西游,7880,/5189063,李慧心,【梦幻模拟战】晚上协力之前播
12301,绝地求生,7879,/3796845,超好吃01,梦迹沙河2冲一波高难度
12302,绝地求生,7879,/6468499,莽夫小敏儿,黑色玫瑰~！来个人和我上分啊
12303,梦三国2,7879,/6841877,风起爱笑,【血源4级号】劳伦斯专场
12304,APEX英雄,7879,/7069186,刘小抠ii,峡谷之巅最萌贴心小辅助
12305,街头篮球,7876,/4348092,小班itch,gogogogogogogo
12306,二次元,7876,/5792753,最喜欢小缘的香香,来聊聊天 小高小高 6231548
12307,颜值,7875,/6501799,蕾蕾是我丫,选我吧，好吗
12308,绝地求生,7874,/4425012,特种兵丶狙击手,我的核心永远是四狂野 4422697
12309,绝地求生,7874,/6230803,叼个奶嘴大杀四方,卑微老徐在线挨喷
12310,绝地求生,7873,/1096973,这个梦娿丶,我宁愿做你的小众喜好
12311,lol云顶之弈,7871,/7068792,白小白的大白,绝地三傻我占俩？
12312,穿越火线,7871,/7148238,汉宫丶Croyy,【苏敏少】HOT训练赛OB视角
12313,剑网3,7870,/257977,说教教,草船in 最抗揍的主播
12314,lol云顶之弈,7869,/6921343,安徽丶大老表,人猿泰山刘小抠
12315,NBA2KOL2,7869,/6933857,太阳神萝卜,月初了，上分狂密，疯狂打工
12316,古剑奇谭网络版,7867,/6280432,澄不清的澄清,【♪星光放映厅♬】点歌台营业中〜
12317,绝地求生,7866,/297173,浅浅是个盒子精,别来无恙，你在心上❤
12318,逆战,7866,/5529805,Gwbwow,绝地彭于晏-满血复活一条好汉
12319,射击游戏,7864,/3252520,BiuHacker0139,落地没枪，用拳头砸。
12320,穿越火线,7864,/6957481,風声ytk,有车位：我是躺鸡届最靓的崽！
12321,DNF,7863,/4477977,战法一叶之秋,钻石冲榜难
12322,休闲益智,7863,/5311319,通沙犬舍,八月：定级上分，造作呀~
12323,绝地求生,7863,/6663917,子诺丶8023,"【教父】Wegame青梅煮酒,激情燃烧！"
12324,王者荣耀,7860,/4267717,聿游,比分负数抽奖6921343
12325,颜值,7860,/7069556,喵女王欧,办卡上车！！
12326,无限法则,7859,/6098248,A丿旺,PVX9级工匠在线解答 飞星哥真加强了？
12327,颜值,7858,/1874812,叮叮m丶,连续输给小陆20的盒子浅~(噘嘴）
12328,和平精英,7858,/4038093,隔壁村的无厘头,微笑电竞俱乐部成立咯~
12329,第5人格,7858,/4628910,白某人来咯,《武装突袭3》三角洲特种部队复刻
12330,颜值,7858,/7173669,万宝璐姐姐i,疯狂排位每天目标1000分！
12331,DNF,7857,/4878504,变异的小手,跨二，守护战法
12332,王者荣耀,7856,/5530910,树黎UpUp,泰拉瑞亚，人肉摄像头
12333,lol云顶之弈,7856,/7216778,只属于你的不二,子诺：今天你吃鸡了吗
12334,CS:GO,7855,/102391,isDerick,办卡上房管，你游太难了
12335,英雄联盟,7855,/4880992,你思念哥哥丶,天使的面容 魔鬼的嗓音 你造嘛
12336,lol云顶之弈,7855,/5018725,L丶missing,白给旺: 练枪 终极菜
12337,DNF,7855,/5141810,DNF元素想念,距离你0.01Km 1874812
12338,英雄联盟,7855,/7168724,煙欲OvO,我杨二狗今天必吃十个鸡
12339,剑网3,7853,/415650,君子好逑灬,从不断锯白某人
12340,颜值,7852,/6625479,正经的茶茶,小璐笑起来很甜
12341,恐怖游戏,7852,/7190899,孤单YU狂欢,死磕格蓝迪
12342,绝地求生,7851,/7140412,丨九七丨,宇宙级黎鸽鸽！办卡上车
12343,电台,7850,/4141756,22苏,国服排位云顶冲榜中 7216778
12344,高达文化区,7846,/5132270,新安州之日,【德里克】女人不该让男人流泪，妹妹们
12345,赤潮自走棋,7844,/7052515,晴天cium772,思念：电一冲冲冲
12346,魔力宝贝,7843,/2404449,丨幽冥玄丨,云顶之羿上分局
12347,王者荣耀,7843,/3284679,渝万丶不凡,元素想念比赛服4V4，帮上分，泰拉石黄金
12348,二次元,7842,/4163032,雀萝,新打单双账号预备冲击峡谷资格~
12349,颜值,7842,/6793665,幼玲酱赛高,每天日常活动 415650
12350,无主之地,7842,/6929865,喝奶吸烟,等一个盖世英雄 6625479
12351,英雄联盟,7841,/737606,輮然ovo,炎炎夏日，玩玩恐怖游戏出出冷汗：）
12352,英雄联盟,7841,/5811178,萧兮i丶,神你可否恋上我
12353,魔兽世界,7840,/187050,落雨丨仰望,会不会一直陪着我
12354,300专区,7840,/5285191,吾本无心何来心痛,机体倒地~
12355,CS:GO,7839,/303106,电竞嘤熊狗CC,帅的人就要认真上分～
12356,英雄联盟,7839,/4853099,是梦宝呀,魔力宝贝（怀旧服）
12357,守望先锋,7838,/2207628,努力上进的小宝,不凡：带粉环节
12358,颜值,7837,/6995597,夏春耀y,八月的第一天hihihi
12359,和平精英,7833,/6718541,老妖怪YJ,幼玲32908的直播间
12360,多多自走棋,7943,/522405,柔情意颜,S4五星开包之王—死鱼ysy
12361,绝地求生,7941,/2336467,德玛西亚皇帝啦啦啦啦,云顶小天才! 今天不搞笑!认真上分教学!
12362,英雄联盟,7941,/6933923,他们叫我奔波霸,高颜声酥钢枪王
12363,DNF,7938,/6931776,心痕丶一个200斤的胖子,官人里面请 6862507
12364,王者荣耀,7938,/7173907,王小T,您的暑假已过半 晚上玩游戏
12365,颜值,7938,/7179070,米亚大人,芹泽：我你妹的，终于也是有樱木的人了~
12366,英雄联盟,7932,/561532,渝万丶2020熙,【交友】由浣熊哥独家冠名
12367,守望先锋,7932,/6113286,打辅助的安生老师丶,【喵十七】听说这是个后宫游戏
12368,颜值,7932,/6949841,被热懵的小仙女,牛家村:八月 加油!
12369,颜值,7932,/6988173,金宝儿丶丶,来自广东的新人蛋
12370,DNF,7931,/3101411,黑大帅l,自娱自乐中 522405
12371,逆战,7931,/6728864,PE丶筱星辰,和逗比一起恰鸡
12372,射击游戏,7929,/4699286,黑莓一户,周一上班咯
12373,绝地求生,7929,/6532497,橘砸QAQ,做萌新温暖的港湾！
12374,DNF,7929,/6652336,DNF小宁,国服狼狗在线锤人   王者局
12375,绝地求生,7928,/5937698,Sssss阿屎,新人主播，求关注！ 7179070
12376,绝地求生,7928,/6182356,一只小浣熊丶,求个 双排的人
12377,英雄联盟,7926,/7135952,丶花咪,今天直播打快速
12378,颜值,7926,/7209537,你的甜音吖,等你好久啦 6949841
12379,穿越火线,7925,/5936668,CF老沈,你愿意守护我吗？
12380,英雄联盟,7924,/1765710,小白199709,随缘  哼哼哼
12381,魔兽世界,7923,/1208354,致死三刀,呀哈！~八月快来开榜~
12382,CS:GO,7923,/2178830,Magic丶CXY,乔帮主不播了，怎么想都是你们的错
12383,颜值,7923,/5025534,汤小圆11,我橘某人死都要死在自闭城。。。
12384,自走棋,7922,/4570319,米朵大大大大,为了生活兄弟请体谅！
12385,阴阳师,7922,/6931711,汽水瓶可乐,【8.1】身体不适 晚饭后开播！
12386,一起看,7921,/4636693,难过美人关呵呵,【小浣熊】:卑微主播最后的倔强
12387,CS:GO,7921,/6854617,黑色幽默的小黄蜂,准时开播的花咪
12388,绝地求生,7918,/2181553,教练凌梦m,你的宝贝已上线  请查收
12389,CS:GO,7916,/7284925,胖胖的凌,国服AK瞬狙手性感在线
12390,DOTA2,7914,/6916501,肉搏浮沉,黑色玫瑰娱乐下棋
12391,问道电脑版,7911,/4843335,天天ovv,【致死三刀】叼战士，贼强
12392,棋牌娱乐,7911,/5673553,漂泊世间为谁绕指柔,蔡徐Y史诗级白给
12393,王者荣耀,7911,/6981821,6个9加柠檬茶,汤小圆11的直播间
12394,魔兽争霸,7908,/961935,大神来了站稳了吗,今晚冲堡垒可好？
12395,二次元,7907,/7066069,周小皮的手绘盆,周末带真蛇
12396,神途,7906,/615666,子夜丶615666,僵尸剧场（欢迎欣赏）
12397,和平精英,7900,/4047279,假掌门丶,白给一波？？？？
12398,王者荣耀,7896,/6142877,小花儿不是菜花儿,退役教练：元气满满开始杀戮！
12399,一起看,7896,/7152709,小灰鸽吖,胖凌开箱：万泰欧皇
12400,魔兽世界,7893,/5506941,Gladiatorsll,所以新赛季冲啥？
12401,明日方舟,7893,/6565096,竹影OvO,出星耀超级队喽
12402,QQ飞车,7892,/6265330,萌起来的随风,白天播 晚上也播 可好
12403,绝地求生,7892,/6390332,重庆田伯光,如果有一天你离我遥远
12404,lol云顶之弈,7892,/7203792,苏落家超衰的七七,喜欢点关注 961935
12405,和平精英,7891,/7250080,超胖一哥,手绘挂画第二弹
12406,DNF,7889,/4263576,舒锅008,月沙结束，今晚拿屠龙！
12407,魔兽世界,7889,/4414329,麦神归来丶,亲，一起上王牌吗？
12408,英雄联盟,7888,/1494277,杜咖喱,点关注上车啦~
12409,颜值,7888,/7236745,是你的小冰心啊,【电影】喜剧、功夫、枪战、港片
12410,梦幻模拟战,7887,/799064,红牧濑,亡灵战，为回忆而战
12411,魔兽争霸,7885,/5874719,FHSN啊,【竹影】被宠坏的水友竟要求女装？
12412,英雄联盟,7885,/6738752,Guo凡君,上个小小车神
12413,血源,7884,/3951172,网瘾少女美负,金刚铁头娃，莽夫界扛把子
12414,英雄联盟,7884,/5550363,萌萌酱QuQ,来上车啊！7203792
12415,跑跑卡丁车,7884,/6512265,不x服oo,全程开车钢枪办卡上车
12416,美食,7883,/6231548,小高美食,普雷看号红眼剑魂不排队~~~~~
12417,和平精英,7882,/1619452,柯乐的AK,【超界】麦爷，最后一搏。
12418,绝地求生,7882,/4422697,我的可乐要加冰i,杜咖喱：泽拉斯是一种信仰吗
12419,王者荣耀,7882,/6866883,徐老师681,兵哥哥辛苦了～节日快乐！
12420,梦幻西游,7880,/5189063,李慧心,【梦幻模拟战】晚上协力之前播
12421,绝地求生,7879,/3796845,超好吃01,梦迹沙河2冲一波高难度
12422,绝地求生,7879,/6468499,莽夫小敏儿,黑色玫瑰~！来个人和我上分啊
12423,梦三国2,7879,/6841877,风起爱笑,【血源4级号】劳伦斯专场
12424,APEX英雄,7879,/7069186,刘小抠ii,峡谷之巅最萌贴心小辅助
12425,街头篮球,7876,/4348092,小班itch,gogogogogogogo
12426,二次元,7876,/5792753,最喜欢小缘的香香,来聊聊天 小高小高 6231548
12427,颜值,7875,/6501799,蕾蕾是我丫,选我吧，好吗
12428,绝地求生,7874,/4425012,特种兵丶狙击手,我的核心永远是四狂野 4422697
12429,绝地求生,7874,/6230803,叼个奶嘴大杀四方,卑微老徐在线挨喷
12430,绝地求生,7873,/1096973,这个梦娿丶,我宁愿做你的小众喜好
12431,lol云顶之弈,7871,/7068792,白小白的大白,绝地三傻我占俩？
12432,穿越火线,7871,/7148238,汉宫丶Croyy,【苏敏少】HOT训练赛OB视角
12433,剑网3,7870,/257977,说教教,草船in 最抗揍的主播
12434,lol云顶之弈,7869,/6921343,安徽丶大老表,人猿泰山刘小抠
12435,NBA2KOL2,7869,/6933857,太阳神萝卜,月初了，上分狂密，疯狂打工
12436,古剑奇谭网络版,7867,/6280432,澄不清的澄清,【♪星光放映厅♬】点歌台营业中〜
12437,绝地求生,7866,/297173,浅浅是个盒子精,别来无恙，你在心上❤
12438,逆战,7866,/5529805,Gwbwow,绝地彭于晏-满血复活一条好汉
12439,射击游戏,7864,/3252520,BiuHacker0139,落地没枪，用拳头砸。
12440,穿越火线,7864,/6957481,風声ytk,有车位：我是躺鸡届最靓的崽！
12441,DNF,7863,/4477977,战法一叶之秋,钻石冲榜难
12442,休闲益智,7863,/5311319,通沙犬舍,八月：定级上分，造作呀~
12443,绝地求生,7863,/6663917,子诺丶8023,"【教父】Wegame青梅煮酒,激情燃烧！"
12444,王者荣耀,7860,/4267717,聿游,比分负数抽奖6921343
12445,颜值,7860,/7069556,喵女王欧,办卡上车！！
12446,无限法则,7859,/6098248,A丿旺,PVX9级工匠在线解答 飞星哥真加强了？
12447,颜值,7858,/1874812,叮叮m丶,连续输给小陆20的盒子浅~(噘嘴）
12448,和平精英,7858,/4038093,隔壁村的无厘头,微笑电竞俱乐部成立咯~
12449,第5人格,7858,/4628910,白某人来咯,《武装突袭3》三角洲特种部队复刻
12450,颜值,7858,/7173669,万宝璐姐姐i,疯狂排位每天目标1000分！
12451,DNF,7857,/4878504,变异的小手,跨二，守护战法
12452,王者荣耀,7856,/5530910,树黎UpUp,泰拉瑞亚，人肉摄像头
12453,lol云顶之弈,7856,/7216778,只属于你的不二,子诺：今天你吃鸡了吗
12454,CS:GO,7855,/102391,isDerick,办卡上房管，你游太难了
12455,英雄联盟,7855,/4880992,你思念哥哥丶,天使的面容 魔鬼的嗓音 你造嘛
12456,lol云顶之弈,7855,/5018725,L丶missing,白给旺: 练枪 终极菜
12457,DNF,7855,/5141810,DNF元素想念,距离你0.01Km 1874812
